mean,sem,count
-0.01720430107526882,0.059545690773606275,31
-0.01717948717948718,0.04301965057163668,65
-0.016666666666666666,0.05674001892145899,28
-0.016666666666666666,0.07185814112681417,23
-0.016666666666666663,0.09785149883837153,12
-0.01611111111111111,0.05112354511820384,60
-0.016071428571428566,0.06768122482889523,28
-0.015819209039548025,0.043878880431636874,59
-0.015536723163841805,0.043287422679134366,59
-0.015217391304347825,0.07251151259795034,23
-0.014880952380952382,0.04789523531913164,56
-0.014784946236559139,0.05140385504358982,62
-0.013888888888888886,0.09222359132487447,12
-0.01363636363636363,0.1078443084157323,11
-0.012820512820512818,0.11929508420690478,13
-0.01256410256410256,0.04246200974438077,65
-0.012500000000000002,0.07238635659831279,24
-0.012365591397849464,0.04884970896561083,62
-0.01202185792349727,0.044305562517556574,61
-0.011781609195402299,0.04769156688177037,58
-0.011764705882352941,0.07467009839724825,34
-0.011718749999999998,0.04751989466571296,64
-0.011111111111111108,0.04576413728043966,21
-0.010416666666666666,0.044212097279538544,64
-0.010119047619047616,0.07019613953327483,28
-0.009452736318407961,0.04266698214627151,67
-0.009375000000000001,0.062315756660942544,32
-0.009374999999999994,0.06963809804319812,16
-0.008955223880597015,0.04246791542057336,67
-0.008730158730158727,0.044114973666364694,63
-0.008333333333333331,0.060511104556318335,48
-0.00796019900497512,0.04712093705348862,67
-0.007575757575757569,0.14884002048779166,11
-0.007092198581560284,0.050270991100387095,47
-0.006878306878306877,0.04676579047999416,63
-0.006410256410256409,0.05691490640205371,52
-0.005555555555555554,0.08692592664322533,12
-0.005367231638418077,0.03583411073410883,59
-0.004471544715447152,0.05436572052783636,41
-0.003494623655913975,0.04896414683281277,62
-0.0032163742690058503,0.04964795059491797,57
-0.0030303030303030264,0.05604012729971797,33
-0.0028985507246376855,0.05106568120621494,46
-0.002116402116402116,0.04705512749465412,63
-0.002083333333333326,0.08500919067959652,16
-0.001694915254237286,0.045908113225602884,59
-0.0014880952380952428,0.047817211458939406,56
-0.0007936507936507987,0.06504451254134351,21
-0.00027777777777777496,0.046523002678205055,60
-0.0002645502645502654,0.04393508050276243,63
0.0004629629629629613,0.06599023934797048,36
0.002083333333333326,0.09185249022382277,8
0.002272727272727275,0.04088645809792485,66
0.002298850574712647,0.07681272291735265,29
0.002564102564102572,0.13406378645437197,13
0.002777777777777782,0.07887638534646949,24
0.0030054644808743137,0.04346747522058781,61
0.0031746031746031763,0.08539992323406961,21
0.0034946236559139734,0.055785152494610114,62
0.0036458333333333343,0.045898625856822035,64
0.0036723163841807928,0.04762709437849369,59
0.0041666666666666675,0.06663152182095473,28
0.004263565891472868,0.05975909613053332,43
0.004687500000000002,0.04507622137947469,64
0.005208333333333336,0.04379308630444745,64
0.005291005291005293,0.04237841558004916,63
0.005555555555555565,0.10461148412210428,15
0.00588235294117647,0.10602693016051074,17
0.006060606060606059,0.11389062463682113,11
0.006923076923076919,0.04033263850934594,65
0.007142857142857137,0.11203133672398657,14
0.007142857142857146,0.04224208288268473,63
0.007812500000000003,0.044933091225890495,64
0.007843137254901966,0.10189300631858769,17
0.008130081300813004,0.06672792396841055,41
0.009090909090909089,0.07575757575757576,11
0.009482758620689657,0.05166793848158125,58
0.009887005649717513,0.05284477955325556,59
0.009887005649717517,0.04716992053574912,59
0.009946236559139785,0.0433863519191057,62
0.01011904761904762,0.06186606357247463,28
0.01020408163265306,0.05154183663480768,49
0.010526315789473686,0.046715110125300635,57
0.010869565217391304,0.05185816516711027,46
0.011111111111111113,0.051965230898313605,57
0.011111111111111113,0.05006595541179562,54
0.011559139784946236,0.03767859270786895,62
0.011827956989247313,0.06970321771174574,31
0.011949685534591194,0.05700307341421918,53
0.012698412698412704,0.044306163346667114,63
0.012698412698412705,0.08927918847403922,21
0.013030303030303033,0.04591158183135476,55
0.013184079601990051,0.04512733506254087,67
0.013978494623655913,0.046035611278506486,62
0.014285714285714284,0.049972765443426964,63
0.014406779661016948,0.041642712044794264,59
0.01450617283950617,0.04976465752262995,54
0.01504065040650406,0.05583744335694311,41
0.015248226950354613,0.0473249618748333,47
0.015277777777777774,0.07246047194596729,24
0.015384615384615385,0.04557518749625578,65
0.017195767195767195,0.0392999420252536,63
0.017473118279569894,0.04885044860299859,62
0.01764705882352941,0.05445393761048584,51
0.01775956284153005,0.04750430404630036,61
0.018137254901960786,0.06214767059605976,34
0.01871345029239766,0.043834718617703786,57
0.018750000000000006,0.04993152327532695,56
0.018939393939393943,0.06697525490638821,22
0.01908602150537634,0.04588964102737648,62
0.019086021505376343,0.04502195828811826,62
0.019230769230769232,0.10299721585465836,13
0.019696969696969695,0.042417720666435545,66
0.01987179487179487,0.04974806324574229,52
0.019945355191256824,0.04106361346692485,61
0.019999999999999997,0.09570401903399489,10
0.020370370370370365,0.09840370396200268,18
0.02068965517241379,0.06293787592806695,29
0.020689655172413796,0.05093616824354123,58
0.021296296296296296,0.06713892580813471,18
0.021666666666666667,0.08875163013630707,10
0.023387096774193553,0.04064716005762571,62
0.02395833333333333,0.06781935342565626,16
0.023976608187134502,0.054205640409622384,57
0.024166666666666663,0.06981046814044654,20
0.024615384615384612,0.04374787493664939,65
0.025000000000000005,0.03844116838440695,62
0.025862068965517244,0.06447328914309146,29
0.025956284153005466,0.044928811988023024,61
0.026000000000000006,0.07451124697605004,25
0.026143790849673207,0.04458781182554431,51
0.026190476190476188,0.09743110052730702,21
0.02622950819672131,0.04676131927162975,61
0.02638888888888889,0.09198654777706161,12
0.026944444444444444,0.051443524679294375,60
0.027011494252873566,0.050271207040188434,58
0.027777777777777776,0.040068780826287266,63
0.02777777777777778,0.04733466027289842,63
0.028086419753086418,0.04864581285905777,54
0.028385416666666663,0.044193674493426434,64
0.029166666666666674,0.09740153017693348,12
0.029444444444444443,0.051825384465479546,60
0.03008130081300813,0.05672348750999405,41
0.0303030303030303,0.09571153476969542,11
0.03046875,0.0490169491609356,64
0.030864197530864203,0.06161218881410643,27
0.030913978494623656,0.04030854976522426,62
0.03138888888888889,0.05057592303037636,60
0.031578947368421054,0.08630091077646936,19
0.03218390804597701,0.05510788893398922,58
0.03220338983050847,0.04945620319645793,59
0.03383838383838384,0.04561015408923469,66
0.033888888888888885,0.050583486003713964,60
0.03425925925925925,0.09363815984211225,18
0.03444444444444445,0.04255616772680998,60
0.03452380952380952,0.0631043885414921,28
0.03455284552845528,0.06242174028220096,41
0.03587570621468927,0.04747814813348776,59
0.03640350877192983,0.05651366698710306,38
0.03645833333333333,0.08435785148094682,16
0.03676470588235294,0.06462553979674714,34
0.03878787878787879,0.04241373928025399,55
0.03888888888888888,0.09843756958916537,12
0.03888888888888888,0.11169292118113532,15
0.03888888888888889,0.08685374479404706,18
0.03898305084745763,0.038532757355570366,59
0.03908045977011494,0.06776736999072955,29
0.039830508474576275,0.043876277870643174,59
0.04000000000000001,0.07614730920008073,15
0.04016393442622951,0.04848083304999057,61
0.04230769230769231,0.10335565282485766,13
0.042328042328042326,0.045757649652073934,63
0.042499999999999996,0.08317946320706333,20
0.042820512820512815,0.04495066328962805,65
0.04292929292929293,0.045140806219840984,66
0.043010752688172046,0.04534819423867652,62
0.04358974358974359,0.07547424754521168,13
0.04375,0.1384773167775313,8
0.043989071038251365,0.05038713632883245,61
0.04513888888888889,0.07839523177979538,24
0.04516129032258064,0.04986818970245206,62
0.04523809523809524,0.09151133311568466,14
0.04562841530054645,0.06119868907523313,61
0.04583333333333333,0.0608611293103562,32
0.04597701149425288,0.06937073074687451,29
0.04607843137254902,0.1087710746216843,17
0.04666666666666667,0.09641090046460027,10
0.04708333333333333,0.06550507119186919,40
0.04739583333333334,0.04373538233689928,64
0.047777777777777766,0.056953620842298165,45
0.048924731182795694,0.05805455908255092,31
0.051129943502824855,0.05320567288654623,59
0.052314814814814814,0.059038268079150295,36
0.052564102564102565,0.12471971644608676,13
0.05333333333333334,0.06352310748999285,25
0.053703703703703705,0.07038326908501998,18
0.05444444444444444,0.04783424158843388,60
0.0546448087431694,0.04534849732242616,61
0.055172413793103454,0.06834956878035313,29
0.055284552845528454,0.05943626036522366,41
0.05538461538461538,0.05033290309650625,65
0.05555555555555556,0.04647729136482574,69
0.05666666666666668,0.14905463411319114,10
0.057526881720430106,0.04568725807881401,62
0.058045977011494256,0.04481827815318182,58
0.058333333333333334,0.048236513159236556,66
0.05873015873015873,0.04757272879570067,63
0.05877192982456139,0.0884434050771732,19
0.058771929824561406,0.05210700007512625,57
0.058854166666666666,0.040762289641028515,64
0.05903954802259887,0.043484730867375455,59
0.05925925925925926,0.07677010903291938,18
0.05952380952380952,0.1024682309639491,14
0.06228070175438596,0.09961623980416634,19
0.0625,0.04447437492657829,60
0.0640625,0.04422568114501234,64
0.0641025641025641,0.11009976946998504,13
0.0641025641025641,0.06198767666122577,26
0.06527777777777777,0.060156230316197344,36
0.0661290322580645,0.05440282882653801,31
0.06751412429378531,0.055725244707608354,59
0.06989247311827956,0.04548450854855025,62
0.07009803921568628,0.04744156644802542,68
0.07105263157894737,0.09351835345108125,19
0.07166666666666666,0.08578072821638513,10
0.07166666666666667,0.105,10
0.07240437158469946,0.04638394263613235,61
0.07348484848484849,0.06125478648323398,44
0.07388888888888889,0.049889027300484536,60
0.0746031746031746,0.0511861594531382,63
0.07727272727272728,0.10846199183628603,11
0.07740740740740741,0.06711790795142926,45
0.07843137254901962,0.08586550779376592,17
0.07952380952380952,0.06422011384716124,35
0.07962962962962963,0.07811034821859383,18
0.07986111111111112,0.07226619225434182,24
0.08020833333333333,0.050664555901387236,48
0.08066666666666666,0.0561469632436295,25
0.08095238095238096,0.08483789174678555,21
0.08151041666666667,0.04580193306829592,64
0.08214285714285714,0.08445155039552099,14
0.0825268817204301,0.04175414300520384,62
0.08282051282051281,0.0441820383729961,65
0.08333333333333333,0.06368324391514267,36
0.08333333333333334,0.0791051910915539,14
0.08333333333333334,0.0751109207928659,19
0.08494623655913978,0.04612569156791845,62
0.0861111111111111,0.14041834641163767,12
0.08714285714285713,0.06149053396776116,35
0.09,0.07516824163344885,15
0.09012345679012347,0.0794999569924849,27
0.09197530864197531,0.053580802417951164,54
0.09302325581395349,0.05682537152705427,43
0.09425287356321839,0.04237510606703778,58
0.09545454545454546,0.11963941846211927,11
0.09615384615384616,0.0437976987092792,65
0.09944444444444445,0.07030985668604067,30
0.10158730158730159,0.05008319805342109,42
0.1016949152542373,0.04650890179147906,59
0.10208333333333333,0.056258817651031946,56
0.10595238095238095,0.14695325753052,14
0.1067251461988304,0.045650904598917394,57
0.1072072072072072,0.058952245581920325,37
0.10795454545454546,0.05272826879531897,44
0.10819672131147541,0.04495768595282117,61
0.10833333333333334,0.08698168406269215,18
0.10833333333333334,0.047059651478075316,60
0.109375,0.09877688042493285,16
0.11444444444444445,0.1026225769412363,15
0.11743589743589743,0.04889050917014981,65
0.11780303030303031,0.04667534188742426,44
0.11801075268817204,0.040749735250100505,62
0.11851851851851852,0.07520854899219255,27
0.12083333333333333,0.0898728291580688,12
0.12153846153846154,0.04199028663390658,65
0.12407407407407407,0.16606630553079532,9
0.12419354838709677,0.052839552847162366,31
0.12698412698412698,0.044765590519816614,63
0.12916666666666665,0.06601665641890068,32
0.1324404761904762,0.04449374447912487,56
0.13333333333333333,0.07772895505251026,34
0.13392857142857142,0.04834931122251495,56
0.13452380952380952,0.08774867481604945,14
0.13518518518518519,0.07902695376035118,18
0.13555555555555554,0.06793681485845478,30
0.13787878787878788,0.08993465252395963,22
0.14166666666666666,0.11908213785264166,10
0.14333333333333334,0.10598242841280403,15
0.14574468085106382,0.052859121945223596,47
0.15555555555555556,0.10459424031284789,12
0.15833333333333333,0.06854979266251704,10
0.1590909090909091,0.0900652272367072,22
0.15925925925925927,0.09965647442276822,9
0.16458333333333333,0.0776070795501048,16
0.16794871794871793,0.06151174633792388,13
0.16805555555555554,0.09402293789671497,12
0.17499999999999996,0.09278473330244978,12
0.18518518518518517,0.10469973743887434,18
0.18518518518518517,0.11684656911225892,9
0.1927536231884058,0.09330242575339301,23
0.21217948717948718,0.06881511022395284,26
0.25256410256410255,0.08562752593329913,13
0.2783333333333333,0.09509741594027947,10
